time_stamp, average time, incremental time, search time,fov check time, total time, alpha_bal, alpha_del
1609043713.65503979,0.01022567,0.00262554,0.00000350,18139.00000000,0.00993554,0.000000,0.000000
1609043713.75674415,0.01022459,0.00250196,0.00000338,18170.00000000,0.00948977,0.000000,0.000000
1609043713.85980082,0.01022466,0.00315088,0.00000338,18164.00000000,0.01027354,0.000000,0.000000
1609043713.96306825,0.01022440,0.00299593,0.00000340,18144.00000000,0.01004717,0.000000,0.000000
1609043714.06611443,0.01022816,0.00362087,0.00000429,18295.00000000,0.01280528,0.000000,0.000000
1609043714.16932988,0.01023032,0.00338246,0.00000411,18495.00000000,0.01171549,0.000000,0.000000
1609043714.27237177,0.01023068,0.00298007,0.00000363,18560.00000000,0.01047802,0.000000,0.000000
1609043714.37543058,0.01025158,0.00632597,0.00000897,18617.00000000,0.02465028,0.000000,0.000000
1609043714.47859073,0.01025229,0.00316982,0.00000374,18534.00000000,0.01074075,0.000000,0.000000
1609043714.58253360,0.01026206,0.00470565,0.00000603,18550.00000000,0.01701511,0.000000,0.000000
1609043714.68498588,0.01026278,0.00271464,0.00000367,18622.00000000,0.01076304,0.000000,0.000000
1609043714.75601268,0.01025846,0.00183796,0.00000250,18720.00000000,0.00726307,0.000000,0.000000
1609043714.85724664,0.01025933,0.00308354,0.00000366,18819.00000000,0.01086510,0.000000,0.000000
1609043714.95999670,0.01025735,0.00244727,0.00000301,18904.00000000,0.00888149,0.000000,0.000000
1609043715.06311727,0.01025771,0.00298856,0.00000358,18974.00000000,0.01050793,0.000000,0.000000
1609043715.16620374,0.01026581,0.00483091,0.00000534,19021.00000000,0.01591262,0.000000,0.000000
1609043715.26956177,0.01026643,0.00291613,0.00000364,19124.00000000,0.01069910,0.000000,0.000000
1609043715.37238026,0.01026873,0.00323446,0.00000400,19164.00000000,0.01187413,0.000000,0.000000
1609043715.47584319,0.01026953,0.00313067,0.00000355,19281.00000000,0.01083149,0.000000,0.000000
1609043715.57883644,0.01027227,0.00344883,0.00000407,19325.00000000,0.01219347,0.000000,0.000000
1609043715.68184185,0.01027933,0.00447672,0.00000499,19325.00000000,0.01523079,0.000000,0.000000
1609043715.78505898,0.01028640,0.00427264,0.00000511,19315.00000000,0.01525714,0.000000,0.000000
1609043715.85528040,0.01028583,0.00280017,0.00000328,19382.00000000,0.00988460,0.000000,0.000000
1609043715.95758963,0.01028534,0.00268752,0.00000337,19416.00000000,0.00994002,0.000000,0.000000
1609043716.06025362,0.01028955,0.00364083,0.00000451,19481.00000000,0.01326325,0.000000,0.000000
1609043716.16328764,0.01028634,0.00211778,0.00000277,19539.00000000,0.00801841,0.000000,0.000000
1609043716.26605511,0.01028408,0.00235805,0.00000294,19577.00000000,0.00868164,0.000000,0.000000
1609043716.36914611,0.01030319,0.00682991,0.00000794,19674.00000000,0.02385314,0.000000,0.000000
1609043716.47240114,0.01030399,0.00294381,0.00000368,19725.00000000,0.01087347,0.000000,0.000000
1609043716.57563710,0.01030666,0.00367039,0.00000400,19859.00000000,0.01220294,0.000000,0.000000
1609043716.67883921,0.01030550,0.00248529,0.00000322,19386.00000000,0.00947698,0.000000,0.000000
1609043716.78249598,0.01031507,0.00493333,0.00000559,19479.00000000,0.01714199,0.000000,0.000000
1609043716.88505936,0.01031706,0.00328402,0.00000388,19570.00000000,0.01173610,0.000000,0.000000
1609043716.95552850,0.01032045,0.00369283,0.00000429,19642.00000000,0.01274618,0.000000,0.000000
1609043717.05698299,0.01032149,0.00294313,0.00000373,19657.00000000,0.01106722,0.000000,0.000000
1609043717.16000962,0.01032505,0.00356293,0.00000432,19740.00000000,0.01287350,0.000000,0.000000
1609043717.26320887,0.01032678,0.00300396,0.00000381,19793.00000000,0.01157051,0.000000,0.000000
1609043717.36619806,0.01036380,0.00635706,0.00001310,19905.00000000,0.03698350,0.000000,0.000000
1609043717.46957326,0.01036343,0.00246686,0.00000270,20003.00000000,0.01009783,0.000000,0.000000
1609043717.57239485,0.01037035,0.00399275,0.00000469,20117.00000000,0.01535348,0.000000,0.000000
1609043717.67553997,0.01038043,0.00492217,0.00000578,20262.00000000,0.01766264,0.000000,0.000000
1609043717.77897143,0.01037819,0.00215936,0.00000276,20385.00000000,0.00875998,0.000000,0.000000
1609043717.88269138,0.01038796,0.00501846,0.00000558,20543.00000000,0.01745828,0.000000,0.000000
1609043717.98519015,0.01038855,0.00287403,0.00000359,20705.00000000,0.01081687,0.000000,0.000000
1609043718.05590749,0.01038703,0.00267095,0.00000311,20689.00000000,0.00928218,0.000000,0.000000
1609043718.15731335,0.01038857,0.00313049,0.00000375,20793.00000000,0.01150961,0.000000,0.000000
1609043718.26014519,0.01039983,0.00525240,0.00000601,20896.00000000,0.01859538,0.000000,0.000000
1609043718.36331606,0.01040104,0.00298364,0.00000371,21045.00000000,0.01128473,0.000000,0.000000
1609043718.46639371,0.01040016,0.00251232,0.00000325,21176.00000000,0.00976155,0.000000,0.000000
1609043718.56944871,0.01041008,0.00468054,0.00000601,21252.00000000,0.01765447,0.000000,0.000000
1609043718.67270589,0.01040827,0.00238213,0.00000289,21370.00000000,0.00908745,0.000000,0.000000
1609043718.77552438,0.01041955,0.00493919,0.00000607,21514.00000000,0.01869075,0.000000,0.000000
1609043718.87870741,0.01041752,0.00226893,0.00000299,21597.00000000,0.00892694,0.000000,0.000000
1609043718.98172975,0.01042101,0.00346737,0.00000426,21677.00000000,0.01298321,0.000000,0.000000
1609043719.08490419,0.01045685,0.00716349,0.00001351,21735.00000000,0.03683689,0.000000,0.000000
1609043719.15535927,0.01045454,0.00239678,0.00000303,21860.00000000,0.00874844,0.000000,0.000000
1609043719.25709677,0.01045517,0.00286239,0.00000370,21861.00000000,0.01091998,0.000000,0.000000
1609043719.36035085,0.01045187,0.00209828,0.00000264,21962.00000000,0.00801249,0.000000,0.000000
1609043719.46312356,0.01045191,0.00296536,0.00000340,21996.00000000,0.01048349,0.000000,0.000000
1609043719.56642270,0.01045426,0.00294384,0.00000401,22045.00000000,0.01219285,0.000000,0.000000
1609043719.66919279,0.01046299,0.00365246,0.00000605,22182.00000000,0.01694502,0.000000,0.000000
1609043719.77291846,0.01046196,0.00256860,0.00000332,22276.00000000,0.00969238,0.000000,0.000000
1609043719.87512684,0.01046276,0.00293829,0.00000355,22346.00000000,0.01106133,0.000000,0.000000
1609043719.97854018,0.01046403,0.00295604,0.00000383,22299.00000000,0.01140708,0.000000,0.000000
1609043720.08183408,0.01046601,0.00331746,0.00000383,22059.00000000,0.01194677,0.000000,0.000000
1609043720.18526816,0.01046702,0.00264321,0.00000354,22013.00000000,0.01122168,0.000000,0.000000
1609043720.25542736,0.01047005,0.00392413,0.00000421,22058.00000000,0.01273493,0.000000,0.000000
1609043720.35712290,0.01047106,0.00301774,0.00000373,22015.00000000,0.01122956,0.000000,0.000000
1609043720.46023679,0.01047173,0.00282603,0.00000365,21961.00000000,0.01097126,0.000000,0.000000
1609043720.56333995,0.01047740,0.00394938,0.00000488,22019.00000000,0.01473361,0.000000,0.000000
1609043720.66648936,0.01047865,0.00291437,0.00000388,22097.00000000,0.01142501,0.000000,0.000000
1609043720.76969671,0.01048348,0.00347535,0.00000481,22155.00000000,0.01411517,0.000000,0.000000
1609043720.87254286,0.01048281,0.00273271,0.00000324,22212.00000000,0.00998060,0.000000,0.000000
1609043720.97555208,0.01048784,0.00364785,0.00000483,22166.00000000,0.01428852,0.000000,0.000000
1609043721.07859731,0.01048508,0.00216476,0.00000286,22229.00000000,0.00839556,0.000000,0.000000
1609043721.18166924,0.01049090,0.00368372,0.00000504,22343.00000000,0.01489707,0.000000,0.000000
1609043721.28479314,0.01048889,0.00234214,0.00000297,22429.00000000,0.00896357,0.000000,0.000000
1609043721.35506320,0.01048995,0.00285710,0.00000380,22453.00000000,0.01129343,0.000000,0.000000
1609043721.45671105,0.01048715,0.00217289,0.00000277,22558.00000000,0.00836140,0.000000,0.000000
1609043721.55982113,0.01048688,0.00266951,0.00000346,22654.00000000,0.01027831,0.000000,0.000000
1609043721.66303372,0.01048692,0.00252873,0.00000353,22663.00000000,0.01051950,0.000000,0.000000
1609043721.76592302,0.01048685,0.00259448,0.00000346,22689.00000000,0.01043307,0.000000,0.000000
1609043721.86907125,0.01049195,0.00311044,0.00000436,22788.00000000,0.01439322,0.000000,0.000000
1609043721.97259378,0.01049578,0.00335844,0.00000450,22809.00000000,0.01342289,0.000000,0.000000
1609043722.07522082,0.01049464,0.00241491,0.00000325,22906.00000000,0.00961891,0.000000,0.000000
1609043722.17844486,0.01049722,0.00339152,0.00000396,22962.00000000,0.01247716,0.000000,0.000000
1609043722.28175449,0.01050141,0.00328663,0.00000463,22942.00000000,0.01372135,0.000000,0.000000
1609043722.38490438,0.01049930,0.00224492,0.00000315,22979.00000000,0.00887799,0.000000,0.000000
1609043722.45505095,0.01049754,0.00249892,0.00000298,22999.00000000,0.00913837,0.000000,0.000000
1609043722.55702424,0.01049565,0.00236831,0.00000313,23082.00000000,0.00904204,0.000000,0.000000
1609043722.66000700,0.01049370,0.00237605,0.00000307,23169.00000000,0.00898522,0.000000,0.000000
1609043722.76294327,0.01049857,0.00396502,0.00000456,22885.00000000,0.01426114,0.000000,0.000000
1609043722.86589718,0.01049940,0.00272275,0.00000388,22536.00000000,0.01114463,0.000000,0.000000
1609043722.96898937,0.01050567,0.00368981,0.00000510,22603.00000000,0.01536364,0.000000,0.000000
1609043723.07207274,0.01050588,0.00269631,0.00000368,22693.00000000,0.01067033,0.000000,0.000000
1609043723.17530084,0.01050889,0.00327686,0.00000412,22726.00000000,0.01284622,0.000000,0.000000
1609043723.27855587,0.01051350,0.00351823,0.00000461,22760.00000000,0.01410078,0.000000,0.000000
1609043723.38168621,0.01051417,0.00267116,0.00000364,22793.00000000,0.01103938,0.000000,0.000000
1609043723.48490834,0.01051857,0.00334267,0.00000472,22825.00000000,0.01394488,0.000000,0.000000
1609043723.55517101,0.01052087,0.00317602,0.00000401,22898.00000000,0.01232146,0.000000,0.000000
1609043723.65732479,0.01052085,0.00259691,0.00000343,22850.00000000,0.01050657,0.000000,0.000000
1609043723.76017451,0.01052441,0.00362403,0.00000435,22905.00000000,0.01330889,0.000000,0.000000
1609043723.86331272,0.01052957,0.00359176,0.00000490,22884.00000000,0.01457665,0.000000,0.000000
1609043723.96628094,0.01052990,0.00264012,0.00000363,22944.00000000,0.01078734,0.000000,0.000000
1609043724.06920099,0.01052851,0.00220199,0.00000325,23014.00000000,0.00943883,0.000000,0.000000
1609043724.17245817,0.01053476,0.00408383,0.00000497,23049.00000000,0.01545128,0.000000,0.000000
1609043724.27562380,0.01053171,0.00189888,0.00000261,23102.00000000,0.00812696,0.000000,0.000000
1609043724.37854743,0.01053378,0.00298943,0.00000411,23188.00000000,0.01216684,0.000000,0.000000
1609043724.48158598,0.01053650,0.00331077,0.00000414,23259.00000000,0.01268382,0.000000,0.000000
1609043724.58498192,0.01054261,0.00356027,0.00000467,23331.00000000,0.01538096,0.000000,0.000000
1609043724.65512395,0.01054274,0.00266519,0.00000354,23336.00000000,0.01064174,0.000000,0.000000
1609043724.75680447,0.01054304,0.00270000,0.00000369,23373.00000000,0.01078576,0.000000,0.000000
1609043724.86003327,0.01054536,0.00308946,0.00000409,23378.00000000,0.01238294,0.000000,0.000000
1609043724.96321368,0.01054370,0.00218964,0.00000314,23430.00000000,0.00922699,0.000000,0.000000
1609043725.06648612,0.01054571,0.00293455,0.00000417,23527.00000000,0.01214659,0.000000,0.000000
1609043725.16954994,0.01054415,0.00226541,0.00000333,23549.00000000,0.00929889,0.000000,0.000000
1609043725.27250123,0.01054647,0.00298245,0.00000440,23560.00000000,0.01239626,0.000000,0.000000
1609043725.37579417,0.01054703,0.00269739,0.00000384,23558.00000000,0.01099403,0.000000,0.000000
1609043725.47868323,0.01054697,0.00252433,0.00000370,23626.00000000,0.01049593,0.000000,0.000000
1609043725.58230925,0.01055157,0.00384657,0.00000489,23662.00000000,0.01424076,0.000000,0.000000
1609043725.68483305,0.01055285,0.00276333,0.00000378,23662.00000000,0.01157658,0.000000,0.000000
1609043725.75501704,0.01055640,0.00333877,0.00000468,23732.00000000,0.01340573,0.000000,0.000000
1609043725.85636544,0.01055469,0.00228870,0.00000319,23812.00000000,0.00918182,0.000000,0.000000
1609043725.95964432,0.01055153,0.00188907,0.00000281,23804.00000000,0.00801026,0.000000,0.000000
1609043726.06308389,0.01055423,0.00313411,0.00000446,23848.00000000,0.01273233,0.000000,0.000000
1609043726.16631293,0.01055468,0.00269924,0.00000393,23860.00000000,0.01091175,0.000000,0.000000
1609043726.26963091,0.01055563,0.00262721,0.00000402,23900.00000000,0.01132304,0.000000,0.000000
1609043726.37341213,0.01055460,0.00234070,0.00000351,23944.00000000,0.00972802,0.000000,0.000000
1609043726.47581720,0.01055360,0.00233991,0.00000353,23975.00000000,0.00973680,0.000000,0.000000
1609043726.57899547,0.01056052,0.00424143,0.00000577,24029.00000000,0.01617383,0.000000,0.000000
1609043726.68261552,0.01056110,0.00328125,0.00000362,24099.00000000,0.01103043,0.000000,0.000000
1609043726.78525829,0.01056345,0.00305357,0.00000449,23859.00000000,0.01247778,0.000000,0.000000
1609043726.85579538,0.01056190,0.00224501,0.00000338,23869.00000000,0.00929731,0.000000,0.000000
1609043726.95777202,0.01055769,0.00167995,0.00000255,23863.00000000,0.00712834,0.000000,0.000000
1609043727.06032228,0.01055560,0.00227282,0.00000315,23896.00000000,0.00885375,0.000000,0.000000
1609043727.16332269,0.01055521,0.00241735,0.00000377,23841.00000000,0.01023323,0.000000,0.000000
1609043727.26624084,0.01055558,0.00262483,0.00000383,23874.00000000,0.01085958,0.000000,0.000000
1609043727.36916947,0.01055640,0.00250166,0.00000392,23941.00000000,0.01122868,0.000000,0.000000
1609043727.47228527,0.01057629,0.00697352,0.00000966,23978.00000000,0.02688179,0.000000,0.000000
1609043727.57528639,0.01057375,0.00210685,0.00000317,23982.00000000,0.00849328,0.000000,0.000000
1609043727.67839336,0.01057287,0.00236342,0.00000355,24020.00000000,0.00984875,0.000000,0.000000
1609043727.78149414,0.01057708,0.00316633,0.00000497,24066.00000000,0.01404072,0.000000,0.000000
1609043727.88486123,0.01057917,0.00312275,0.00000438,24131.00000000,0.01230350,0.000000,0.000000
1609043727.95528626,0.01057728,0.00205475,0.00000343,24151.00000000,0.00901379,0.000000,0.000000
1609043728.05740929,0.01057353,0.00181004,0.00000278,24216.00000000,0.00748211,0.000000,0.000000
1609043728.16036749,0.01057616,0.00302833,0.00000475,24274.00000000,0.01274577,0.000000,0.000000
1609043728.26334167,0.01057424,0.00211275,0.00000319,24351.00000000,0.00898941,0.000000,0.000000
1609043728.36643577,0.01057245,0.00217711,0.00000324,24343.00000000,0.00908682,0.000000,0.000000
1609043728.46963906,0.01057495,0.00189185,0.00000524,24416.00000000,0.01264768,0.000000,0.000000
1609043728.57300615,0.01057463,0.00252604,0.00000384,24474.00000000,0.01030668,0.000000,0.000000
1609043728.67567229,0.01057725,0.00309234,0.00000471,24484.00000000,0.01275632,0.000000,0.000000
1609043728.77873421,0.01057827,0.00264587,0.00000410,24522.00000000,0.01142910,0.000000,0.000000
1609043728.88174820,0.01057886,0.00280013,0.00000402,24564.00000000,0.01107179,0.000000,0.000000
1609043728.98477411,0.01057929,0.00265133,0.00000401,24599.00000000,0.01094301,0.000000,0.000000
1609043729.05508637,0.01058221,0.00329347,0.00000462,24654.00000000,0.01301922,0.000000,0.000000
1609043729.15684032,0.01057976,0.00204347,0.00000317,24616.00000000,0.00853387,0.000000,0.000000
1609043729.25986266,0.01057767,0.00206371,0.00000330,24678.00000000,0.00882088,0.000000,0.000000
1609043729.36266994,0.01058018,0.00298600,0.00000452,24723.00000000,0.01268983,0.000000,0.000000
1609043729.46589899,0.01058099,0.00273745,0.00000429,24741.00000000,0.01125931,0.000000,0.000000
1609043729.56909370,0.01058177,0.00259434,0.00000426,24780.00000000,0.01123510,0.000000,0.000000
1609043729.67243886,0.01057963,0.00201882,0.00000338,24844.00000000,0.00877865,0.000000,0.000000
1609043729.77548003,0.01057943,0.00242837,0.00000397,24879.00000000,0.01041515,0.000000,0.000000
1609043729.87861109,0.01059613,0.00462775,0.00001027,24907.00000000,0.02468412,0.000000,0.000000
1609043729.98157859,0.01059228,0.00168770,0.00000266,24950.00000000,0.00734307,0.000000,0.000000
1609043730.08460283,0.01059410,0.00273663,0.00000433,24942.00000000,0.01213571,0.000000,0.000000
1609043730.15487146,0.01059301,0.00222727,0.00000362,24903.00000000,0.00966820,0.000000,0.000000
1609043730.25664282,0.01059167,0.00221810,0.00000364,24943.00000000,0.00945428,0.000000,0.000000
1609043730.36040306,0.01059426,0.00310276,0.00000488,24992.00000000,0.01279390,0.000000,0.000000
1609043730.46314597,0.01059710,0.00307925,0.00000489,25039.00000000,0.01301294,0.000000,0.000000
1609043730.56609464,0.01059613,0.00241490,0.00000372,25072.00000000,0.00977029,0.000000,0.000000
1609043730.66918206,0.01059317,0.00192725,0.00000313,25088.00000000,0.00807211,0.000000,0.000000
1609043730.77219415,0.01059343,0.00256884,0.00000415,25110.00000000,0.01081148,0.000000,0.000000
1609043730.87527037,0.01059337,0.00252337,0.00000397,25138.00000000,0.01054418,0.000000,0.000000
1609043730.97795105,0.01059063,0.00202126,0.00000314,25147.00000000,0.00824627,0.000000,0.000000
1609043731.08054996,0.01058681,0.00181746,0.00000282,25181.00000000,0.00731944,0.000000,0.000000
1609043731.18367314,0.01059560,0.00548873,0.00000652,25203.00000000,0.01812893,0.000000,0.000000
1609043731.25404906,0.01059383,0.00222276,0.00000366,25147.00000000,0.00907181,0.000000,0.000000
1609043731.35677314,0.01059124,0.00202462,0.00000336,25182.00000000,0.00837001,0.000000,0.000000
1609043731.45936728,0.01058966,0.00219815,0.00000350,25230.00000000,0.00923226,0.000000,0.000000
1609043731.56251168,0.01058689,0.00189480,0.00000312,25230.00000000,0.00819696,0.000000,0.000000
1609043731.66573048,0.01058997,0.00322222,0.00000496,25271.00000000,0.01324722,0.000000,0.000000
1609043731.76874804,0.01058970,0.00237473,0.00000394,25320.00000000,0.01035249,0.000000,0.000000
1609043731.87182760,0.01059011,0.00266601,0.00000393,25323.00000000,0.01095011,0.000000,0.000000
1609043731.97487140,0.01058621,0.00164775,0.00000281,25191.00000000,0.00721337,0.000000,0.000000
1609043732.07792306,0.01058171,0.00158115,0.00000267,25228.00000000,0.00668338,0.000000,0.000000
1609043732.18120575,0.01058832,0.00433932,0.00000612,25254.00000000,0.01632014,0.000000,0.000000
1609043732.28466415,0.01058443,0.00170511,0.00000274,25146.00000000,0.00720604,0.000000,0.000000
1609043732.35473657,0.01058184,0.00183294,0.00000309,25219.00000000,0.00832639,0.000000,0.000000
1609043732.45678210,0.01058015,0.00206036,0.00000353,25258.00000000,0.00911029,0.000000,0.000000
1609043732.55949163,0.01058004,0.00244890,0.00000422,25280.00000000,0.01048517,0.000000,0.000000
1609043732.66267562,0.01057860,0.00220835,0.00000373,25299.00000000,0.00932512,0.000000,0.000000
1609043732.76576614,0.01057958,0.00261882,0.00000463,25362.00000000,0.01143771,0.000000,0.000000
1609043732.86904430,0.01057878,0.00223799,0.00000392,25400.00000000,0.00987678,0.000000,0.000000
1609043732.97202826,0.01057685,0.00220859,0.00000355,25442.00000000,0.00889215,0.000000,0.000000
1609043733.07522058,0.01057623,0.00266330,0.00000382,25444.00000000,0.01003401,0.000000,0.000000
1609043733.17824626,0.01057871,0.00317054,0.00000500,25606.00000000,0.01274536,0.000000,0.000000
1609043733.28121281,0.01058024,0.00302633,0.00000480,25557.00000000,0.01193086,0.000000,0.000000
1609043733.38418150,0.01058018,0.00255241,0.00000410,25498.00000000,0.01052100,0.000000,0.000000
1609043733.45450854,0.01057957,0.00236121,0.00000404,25540.00000000,0.01004790,0.000000,0.000000
1609043733.55646873,0.01057891,0.00233905,0.00000403,25559.00000000,0.00999650,0.000000,0.000000
1609043733.65940022,0.01057542,0.00180508,0.00000316,25588.00000000,0.00749420,0.000000,0.000000
1609043733.76264405,0.01057229,0.00185131,0.00000319,25566.00000000,0.00781271,0.000000,0.000000
1609043733.86531687,0.01056935,0.00190412,0.00000325,25583.00000000,0.00797216,0.000000,0.000000
1609043733.96841764,0.01056781,0.00223904,0.00000370,25628.00000000,0.00920306,0.000000,0.000000
1609043734.07228446,0.01056920,0.00297895,0.00000491,25325.00000000,0.01180104,0.000000,0.000000
1609043734.17495561,0.01056828,0.00238287,0.00000386,25369.00000000,0.00974881,0.000000,0.000000
1609043734.27808022,0.01056966,0.00270902,0.00000468,25372.00000000,0.01179799,0.000000,0.000000
1609043734.38108444,0.01056868,0.00237374,0.00000398,25401.00000000,0.00969350,0.000000,0.000000
1609043734.48413444,0.01056826,0.00246692,0.00000402,25429.00000000,0.01019985,0.000000,0.000000
1609043734.55453086,0.01056751,0.00255889,0.00000410,25442.00000000,0.00989800,0.000000,0.000000
1609043734.65618706,0.01056550,0.00206362,0.00000359,25443.00000000,0.00877278,0.000000,0.000000
1609043734.75925517,0.01056226,0.00187945,0.00000319,25470.00000000,0.00766499,0.000000,0.000000
1609043734.86261296,0.01055976,0.00198811,0.00000349,25477.00000000,0.00832867,0.000000,0.000000
1609043734.96569371,0.01055764,0.00209967,0.00000358,25513.00000000,0.00866210,0.000000,0.000000
1609043735.06883121,0.01056863,0.00478376,0.00000817,25532.00000000,0.02041419,0.000000,0.000000
1609043735.17205644,0.01056457,0.00160376,0.00000279,25561.00000000,0.00691839,0.000000,0.000000
1609043735.27533007,0.01056121,0.00179624,0.00000282,25584.00000000,0.00754785,0.000000,0.000000
1609043735.37820888,0.01056078,0.00229567,0.00000400,25612.00000000,0.01017631,0.000000,0.000000
1609043735.48133230,0.01056036,0.00243551,0.00000401,25626.00000000,0.01018042,0.000000,0.000000
1609043735.58431196,0.01055889,0.00222813,0.00000364,25664.00000000,0.00923219,0.000000,0.000000
1609043735.65448809,0.01055690,0.00206510,0.00000354,25720.00000000,0.00876094,0.000000,0.000000
1609043735.75658989,0.01055480,0.00199771,0.00000348,25750.00000000,0.00865610,0.000000,0.000000
1609043735.85926962,0.01055281,0.00206771,0.00000353,25780.00000000,0.00876088,0.000000,0.000000
1609043735.96218133,0.01055278,0.00256627,0.00000415,25808.00000000,0.01052581,0.000000,0.000000
1609043736.06528163,0.01055040,0.00201679,0.00000326,25801.00000000,0.00838967,0.000000,0.000000
1609043736.16889024,0.01054952,0.00228414,0.00000392,25786.00000000,0.00974756,0.000000,0.000000
1609043736.27234554,0.01055171,0.00303652,0.00000484,25805.00000000,0.01254672,0.000000,0.000000
1609043736.37514496,0.01055380,0.00329590,0.00000469,25851.00000000,0.01245579,0.000000,0.000000
1609043736.47817039,0.01055820,0.00225360,0.00000366,25875.00000000,0.01455824,0.000000,0.000000
1609043736.58143020,0.01056034,0.00310176,0.00000479,25931.00000000,0.01251088,0.000000,0.000000
1609043736.68430853,0.01055766,0.00187825,0.00000322,25935.00000000,0.00811130,0.000000,0.000000
1609043736.75479507,0.01055494,0.00186650,0.00000323,25966.00000000,0.00806814,0.000000,0.000000
1609043736.85632038,0.01055429,0.00247261,0.00000387,25978.00000000,0.00996502,0.000000,0.000000
1609043736.95933867,0.01055142,0.00181276,0.00000318,26011.00000000,0.00792267,0.000000,0.000000
1609043737.06243992,0.01054867,0.00194519,0.00000315,25987.00000000,0.00803623,0.000000,0.000000
1609043737.16551614,0.01054948,0.00267043,0.00000446,26017.00000000,0.01129099,0.000000,0.000000
1609043737.26852775,0.01055882,0.00477915,0.00000754,26082.00000000,0.01913425,0.000000,0.000000
1609043737.37187696,0.01055798,0.00241153,0.00000378,26114.00000000,0.00977897,0.000000,0.000000
1609043737.47478557,0.01055711,0.00234336,0.00000383,26067.00000000,0.00976066,0.000000,0.000000
1609043737.57782412,0.01055556,0.00225372,0.00000373,26089.00000000,0.00913033,0.000000,0.000000
1609043737.68095231,0.01055507,0.00262946,0.00000379,26118.00000000,0.01009536,0.000000,0.000000
1609043737.78412080,0.01055428,0.00254581,0.00000368,26113.00000000,0.00982962,0.000000,0.000000
1609043737.85444188,0.01055478,0.00285596,0.00000418,26129.00000000,0.01101459,0.000000,0.000000
1609043737.95661545,0.01055212,0.00200069,0.00000318,26161.00000000,0.00809083,0.000000,0.000000
1609043738.05942535,0.01054901,0.00181398,0.00000297,26187.00000000,0.00767576,0.000000,0.000000
1609043738.16321778,0.01055030,0.00301530,0.00000422,26238.00000000,0.01173777,0.000000,0.000000
1609043738.26517701,0.01054925,0.00228087,0.00000368,26215.00000000,0.00957969,0.000000,0.000000
1609043738.36826253,0.01054784,0.00219398,0.00000364,26255.00000000,0.00923708,0.000000,0.000000
1609043738.47149968,0.01054665,0.00242813,0.00000358,26295.00000000,0.00943675,0.000000,0.000000
1609043738.57449722,0.01055993,0.00563912,0.00000862,26296.00000000,0.02292603,0.000000,0.000000
1609043738.67756987,0.01055732,0.00210093,0.00000312,26333.00000000,0.00812882,0.000000,0.000000
1609043738.78058887,0.01055548,0.00198094,0.00000341,26307.00000000,0.00883807,0.000000,0.000000
1609043738.88371539,0.01055355,0.00207719,0.00000338,26333.00000000,0.00874632,0.000000,0.000000
1609043738.95403075,0.01055099,0.00200738,0.00000329,26313.00000000,0.00815910,0.000000,0.000000
1609043739.05632854,0.01054888,0.00207060,0.00000338,26335.00000000,0.00857073,0.000000,0.000000
1609043739.15925837,0.01054865,0.00255981,0.00000417,26356.00000000,0.01034135,0.000000,0.000000
1609043739.26238298,0.01054626,0.00204908,0.00000325,26401.00000000,0.00829742,0.000000,0.000000
1609043739.36542678,0.01054396,0.00193953,0.00000336,26444.00000000,0.00839137,0.000000,0.000000
1609043739.46851945,0.01054319,0.00235500,0.00000384,26470.00000000,0.00981728,0.000000,0.000000
1609043739.57148695,0.01054531,0.00302845,0.00000504,26492.00000000,0.01253921,0.000000,0.000000
1609043739.67449975,0.01054513,0.00256380,0.00000425,26513.00000000,0.01037517,0.000000,0.000000
1609043739.77757883,0.01054489,0.00258839,0.00000415,26512.00000000,0.01031381,0.000000,0.000000
1609043739.88119245,0.01054206,0.00190876,0.00000322,26550.00000000,0.00787714,0.000000,0.000000
1609043739.98330832,0.01054501,0.00345487,0.00000502,26603.00000000,0.01333225,0.000000,0.000000
1609043740.05390143,0.01054392,0.00245336,0.00000382,26639.00000000,0.00950990,0.000000,0.000000
1609043740.15586734,0.01054299,0.00237239,0.00000388,26666.00000000,0.00965874,0.000000,0.000000
1609043740.25852704,0.01053957,0.00174151,0.00000292,26714.00000000,0.00730335,0.000000,0.000000
1609043740.36163783,0.01053588,0.00182830,0.00000286,26729.00000000,0.00703521,0.000000,0.000000
1609043740.46493053,0.01053445,0.00236118,0.00000357,26680.00000000,0.00916987,0.000000,0.000000
1609043740.56800222,0.01053838,0.00345177,0.00000552,26706.00000000,0.01427615,0.000000,0.000000
1609043740.67110276,0.01053817,0.00251997,0.00000408,26738.00000000,0.01034536,0.000000,0.000000
1609043740.77405977,0.01053734,0.00242722,0.00000397,26770.00000000,0.00974314,0.000000,0.000000
1609043740.87735987,0.01053436,0.00186135,0.00000312,26807.00000000,0.00768904,0.000000,0.000000
1609043740.98032951,0.01053603,0.00294990,0.00000478,26850.00000000,0.01213114,0.000000,0.000000
1609043741.08342934,0.01053560,0.00253785,0.00000407,26874.00000000,0.01013032,0.000000,0.000000
1609043741.15388012,0.01053213,0.00181122,0.00000290,26860.00000000,0.00720361,0.000000,0.000000
1609043741.25560260,0.01052923,0.00184635,0.00000311,26863.00000000,0.00775536,0.000000,0.000000
1609043741.35874581,0.01053096,0.00322010,0.00000476,26856.00000000,0.01218954,0.000000,0.000000
1609043741.46189165,0.01053182,0.00283172,0.00000446,26877.00000000,0.01135199,0.000000,0.000000
